UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Austin Sites,"P-C Interactions, ECLS-B_READ",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,R...25,Parental Stress_PSOC #3,R...27,Parental Stress_PSOC #5,R...29,Parental Stress_PSOC #8,R...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,psoc_all,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,fiqhb_all,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,R...109,Belonging SCS2,R...111,Belonging SCS3,R...113,Belonging SCS4,R...115,Belonging SCS5,R...117,Belonging SCS6,R...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,FIVE...128,Kinder Readiness SPEAK2,FIVE...130,Kinder Readiness SPEAK3,FIVE...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,R...138,Kinder Readiness SPEAK7 - REVERSE,R...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL,...158,...159,...160,...161,...162,...163,...164,...165,...166,...167,...168,...169,...170,...171,...172,...173,...174,...175,...176,...177,...178,...179,...180,...181,...182,...183,...184,...185,...186,...187,...188,...189,...190,...191,...192,...193,...194,...195,...196,...197,...198,...199,...200,...201,...202,...203,...204,...205,...206,...207,...208,...209,...210,...211,...212,...213,...214,...215,...216,...217,...218,...219,...220,...221,...222,...223,...224,...225,...226,...227,...228,...229,...230,...231,...232,...233,...234,...235,...236,...237
A8484,357,2020-11-06T14:55:00Z,2020-11-06T14:57:00Z,Partial,1990,Austin,"North Site, Monday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8484,358,2020-11-06T15:41:00Z,2020-11-06T15:46:00Z,Partial,1990,Austin,"North Site, Monday",1 to 2 times  a week,NA,1 to 2 times a week,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Strongly Agree,NA,Agree,NA,Agree,NA,Somewhat Agree,NA,Agree,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3777,359,2020-11-08T15:34:00Z,2020-11-08T15:42:00Z,Complete,1996,Austin,"North Site, Monday",3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Somewhat Agree,4,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Strongly Disagree,1,Agree,5,38,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Rarely,1,Sometimes,2,Always,4,Always,4,Often,3,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,26,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Always,5,Often,4,17,Seldom,2,Seldom,2,Seldom,2,Often,4,Sometimes,3,13,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Agree,5,Slightly Agree,4,51,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,Neutral,2,Strongly Disagree,4,Agree,3,Agree,3,Disagree,3,Disagree,3,Agree,1,Agree,1,Strongly Disagree,4,Disagree,3,Neutral,2,Agree,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,360,2020-11-08T15:40:00Z,2020-11-08T15:40:00Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1242,361,2020-11-11T14:34:00Z,2020-11-12T08:11:00Z,Complete,1991,Austin,"South Site, Friday",1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,13,Agree,5,Strongly Disagree,6,Somewhat Agree,3,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Strongly Agree,6,Agree,5,Strongly Agree,6,Strongly Disagree,1,41,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Often,3,Often,3,Always,4,Rarely,1,Always,4,Rarely,1,Often,3,Rarely,1,Always,4,Often,3,Always,4,33,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Sometimes,3,Always,5,Sometimes,3,16,Always,5,Always,5,Never,1,Always,5,Sometimes,3,19,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Strongly Disagree,6,Slightly Agree,3,Agree,5,Slightly Agree,4,Strongly Disagree,1,31,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Disagree,0,Strongly Agree,0,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2859,362,2020-11-11T17:10:00Z,2020-11-11T17:35:00Z,Complete,1984,Austin,"South Site, Monday",1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Strongly Agree,6,Disagree,5,Somewhat Agree,3,Disagree,5,Agree,2,Agree,5,Strongly Agree,6,Somewhat Agree,4,Agree,5,Strongly Agree,6,47,Always,4,Sometimes,2,Often,3,Sometimes,2,11,Sometimes,2,Rarely,1,Always,4,Always,4,Always,4,Often,3,Sometimes,2,Often,3,Sometimes,2,Always,4,Always,4,Always,4,37,Often,3,Often,3,Always,4,Always,4,Always,4,18,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Often,4,24,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,49,"As a baby, 6 to 12 months",4,"In preschool, 3 to 5 years",2,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Disagree,3,Neutral,2,Strongly Agree,4,Strongly Agree,0,Neutral,2,Agree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,Agree,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4498,363,2020-11-11T17:44:00Z,2020-11-11T18:27:00Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9654,364,2020-11-11T18:30:00Z,2021-03-04T17:52:00Z,Complete,1968,Austin,"North Site, Monday",1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,4,Strongly Disagree,1,Somewhat Agree,4,Agree,5,Agree,5,35,N/A,0,Often,3,Sometimes,2,Sometimes,2,7,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Always,4,N/A,0,22,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,9,Always,5,Often,4,Often,4,Often,4,17,Always,5,Sometimes,3,Seldom,2,Always,5,Sometimes,3,18,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Disagree,3,Slightly Disagree,3,Disagree,2,33,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Agree,3,Agree,3,Strongly Agree,0,Disagree,3,Disagree,3,Neutral,2,Agree,1,Neutral,2,Neutral,2,Disagree,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4917,365,2020-11-11T20:31:00Z,2020-11-11T20:51:00Z,Partial,1983,Austin,"North Site, Monday",1 to 2 times  a week,NA,1 to 2 times a week,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,Parents should <strong>usually</strong> spend time teaching their children,NA,NA,NA,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Agree,NA,NA,Rarely,NA,Rarely,NA,Rarely,NA,Rarely,NA,NA,Sometimes,NA,Often,NA,Always,NA,Sometimes,NA,Sometimes,NA,Often,NA,Rarely,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,NA,Sometimes,NA,Always,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,NA,Always,NA,Always,NA,Always,NA,Always,NA,NA,Sometimes,NA,Often,NA,Always,NA,Sometimes,NA,Sometimes,NA,NA,Disagree,NA,Slightly Disagree,NA,Disagree,NA,Strongly Disagree,NA,Disagree,NA,Disagree,NA,Strongly Agree,NA,Strongly Agree,NA,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4917,366,2020-11-12T00:47:00Z,2020-11-12T01:12:00Z,Complete,1983,Austin,"North Site, Monday",1 to 2 times  a week,2,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,13,Agree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,53,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,6,Rarely,1,Sometimes,2,Always,4,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Always,4,Sometimes,2,Sometimes,2,25,Sometimes,2,Always,4,Sometimes,2,Sometimes,2,Rarely,1,11,Always,5,Sometimes,3,Always,5,Always,5,18,Sometimes,3,Always,5,Sometimes,3,Sometimes,3,Sometimes,3,17,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,49,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Disagree,3,Strongly Disagree,0,Disagree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,Agree,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,367,2020-11-12T11:09:00Z,2020-11-12T11:09:00Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9283,368,2020-11-12T12:52:00Z,2020-11-12T13:03:00Z,Complete,1986,Austin,"South Site, Monday",Not at all,1,Not at all,1,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,8,Agree,5,Agree,2,Somewhat Agree,3,Strongly Disagree,6,Strongly Agree,1,Agree,5,Somewhat Agree,4,Agree,5,Agree,5,Strongly Agree,6,42,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Often,3,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Often,3,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,19,N/A,0,Sometimes,2,Rarely,1,Sometimes,2,Often,3,8,Sometimes,3,Sometimes,3,Often,4,Often,4,14,Often,4,Sometimes,3,Sometimes,3,Always,5,Sometimes,3,18,Slightly Agree,3,Slightly Agree,3,Disagree,5,Agree,2,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,4,Slightly Agree,4,Agree,5,33,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,Neutral,2,Neutral,2,Disagree,1,Neutral,2,Agree,1,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Neutral,2,Disagree,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,369,2020-11-13T16:45:00Z,2020-11-13T16:45:00Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4645,370,2020-11-13T16:46:00Z,2020-11-13T16:57:00Z,Complete,1994,Austin,"South Site, Monday",1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Strongly Agree,6,Somewhat Agree,3,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,5,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,50,Rarely,1,N/A,0,N/A,0,N/A,0,1,Often,3,Often,3,Always,4,Sometimes,2,Often,3,Always,4,Sometimes,2,Always,4,Sometimes,2,Always,4,Often,3,Always,4,38,Always,4,Sometimes,2,Always,4,Sometimes,2,Always,4,16,Sometimes,3,Often,4,Always,5,Often,4,16,Always,5,Always,5,Sometimes,3,Always,5,Often,4,22,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Agree,3,Slightly Disagree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Agree,1,Neutral,2,Neutral,2,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Agree,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
