UID,Response ID,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Dallas Sites,"P-C Interactions, ECLS-B_READ",...8,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, HOME...15",...16,"P-C Interactions, HOME...17",...18,ECLSB_ALL,Parental Stress_PSOC #1,...21,Parental Stress_PSOC #2,R...23,Parental Stress_PSOC #3,R...25,Parental Stress_PSOC #5,R...27,Parental Stress_PSOC #8,R...29,Parental Stress_PSOC #10,...31,Parental Stress_PSOC #13,...33,Parental Stress_PSOC #15,...35,Parental Stress_PSOC #16,...37,Parental Stress_PSOC #17,...39,psoc_all,"P-C Interactions, FIQ SBI1",...42,"P-C Interactions, FIQ SBI2",...44,"P-C Interactions, FIQ SBI3",...46,"P-C Interactions, FIQ SBI4",...48,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...51,"P-C Interactions, FIQ HBI2",...53,"P-C Interactions, FIQ HBI3",...55,"P-C Interactions, FIQ HBI4",...57,"P-C Interactions, FIQ HBI5",...59,"P-C Interactions, FIQ HBI6",...61,"P-C Interactions, FIQ HBI8",...63,"P-C Interactions, FIQ HBI9",...65,"P-C Interactions, FIQ HBI10",...67,"P-C Interactions, FIQ HBI11",...69,"P-C Interactions, FIQ HBI12",...71,"P-C Interactions, FIQ HBI13",...73,fiqhb_all,"P-C Interactions, FIQ HSC3",...76,"P-C Interactions, FIQ HSC4",...78,"P-C Interactions, FIQ HSC5",...80,"P-C Interactions, FIQ HSC6",...82,"P-C Interactions, FIQ HSC7",...84,FIQHSC_ALL,Efficacy FES1,...87,Efficacy FES3,...89,Efficacy FES4,...91,Efficacy FES6,...93,FESFAM_ALL,Efficacy FES7,...96,Efficacy FES9,...98,Efficacy FES10,...100,Efficacy FES11,...102,Efficacy FES14,...104,FESADV_ALL,Belonging SCS1,R...107,Belonging SCS2,R...109,Belonging SCS3,R...111,Belonging SCS4,R...113,Belonging SCS5,R...115,Belonging SCS6,R...117,Belonging SCS7,...119,Belonging SCS10,...121,Belonging SCS11,...123,SCS_ALL,Kinder Readiness SPEAK1,FIVE...126,Kinder Readiness SPEAK2,FIVE...128,Kinder Readiness SPEAK3,FIVE...130,Kinder Readiness SPEAK4,...132,Kinder Readiness SPEAK5,...134,Kinder Readiness SPEAK6 - REVERSE,R...136,Kinder Readiness SPEAK7 - REVERSE,R...138,Kinder Readiness SPEAK9,...140,Kinder Readiness SPEAK10,...142,Kinder Readiness SPEAK11,...144,Kinder Readiness SPEAK12,...146,Kinder Readiness SPEAK13,...148,Kinder Readiness SPEAK13 - REVERSE,...150,Kinder Readiness SPEAK14,...152,Kinder Readiness SPEAK15,...154,SPEAK_ALL
NA,490,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,491,Partial,1986,Dallas,Foster,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Somewhat Disagree,3,Somewhat Disagree,4,Somewhat Disagree,4,Disagree,5,Somewhat Agree,3,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Agree,4,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5333,519,Complete,1983,Dallas,Urban Park,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Agree,5,Strongly Disagree,6,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,Disagree,2,Agree,5,42,Sometimes,2,Rarely,1,Often,3,Sometimes,2,8,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Always,4,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,32,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,10,Often,4,Sometimes,3,Often,4,Sometimes,3,14,Seldom,2,Sometimes,3,Sometimes,3,Often,4,Sometimes,3,15,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,6,Strongly Agree,6,Agree,5,48,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Neutral,2,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,44
A5359,511,Complete,1985,Dallas,Urban Park,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Strongly Agree,6,Strongly Disagree,6,Disagree,5,Disagree,5,Strongly Agree,1,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Strongly Agree,6,47,Often,3,Always,4,Always,4,Sometimes,2,13,Often,3,Often,3,Always,4,Often,3,Always,4,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,Always,4,40,Often,3,Always,4,Often,3,Always,4,Often,3,17,Often,4,Often,4,Often,4,Always,5,17,Often,4,Always,5,Often,4,Always,5,Always,5,23,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Agree,5,Agree,5,51,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,Agree,1,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Disagree,3,Disagree,3,Disagree,3,Strongly Agree,0,Disagree,3,Agree,1,Agree,1,36
A3864,807,Complete,1978,Dallas,North Dallas 1,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Agree,5,Agree,2,Disagree,5,Disagree,5,Agree,2,Agree,5,Agree,5,Agree,5,Somewhat Agree,4,Strongly Agree,6,44,N/A,0,N/A,0,Always,4,Sometimes,2,6,Often,3,Always,4,Rarely,1,Always,4,Always,4,Rarely,1,Rarely,1,Often,3,Often,3,Always,4,Always,4,Always,4,36,Always,4,Always,4,Always,4,Always,4,Always,4,20,Often,4,Sometimes,3,Always,5,Often,4,16,Sometimes,3,Always,5,Always,5,Always,5,Often,4,22,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Slightly Agree,4,50,"As a toddler, 1 to 3 years",3,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Strongly Disagree,4,Agree,3,Strongly Agree,4,Disagree,3,Disagree,3,Disagree,3,Agree,1,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Agree,1,49
A7511,472,Complete,1993,Dallas,Fort Worth 1,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,15,Somewhat Agree,4,Somewhat Agree,3,Agree,2,Somewhat Agree,3,Somewhat Agree,3,Strongly Agree,6,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,37,N/A,0,Rarely,1,N/A,0,Rarely,1,2,Sometimes,2,Rarely,1,Often,3,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Rarely,1,Rarely,1,Always,4,N/A,0,22,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Sometimes,3,Never,1,Always,5,12,Never,1,Never,1,Never,1,Never,1,Seldom,2,6,Slightly Disagree,4,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Slightly Disagree,3,Slightly Agree,4,43,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Neutral,2,Strongly Disagree,4,Disagree,1,Neutral,2,Neutral,2,Disagree,3,Agree,1,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Agree,1,40
NA,496,Partial,1992,Dallas,Foster,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Strongly Disagree,6,Somewhat Agree,4,Agree,5,Somewhat Agree,4,Disagree,2,Strongly Agree,6,41,Sometimes,2,Always,4,Often,3,Sometimes,2,11,Sometimes,2,Often,3,Always,4,Always,4,Often,3,Often,3,Rarely,1,Always,4,Often,3,Always,4,Often,3,Sometimes,2,36,Always,4,Sometimes,2,Often,3,Often,3,Often,3,15,Often,4,Sometimes,3,Often,4,Sometimes,3,14,Often,4,Often,4,Sometimes,3,Often,4,Often,4,19,Slightly Disagree,4,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,43,"As a toddler, 1 to 3 years",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,497,Partial,2000,Dallas,North Dallas 2,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Somewhat Agree,4,Somewhat Disagree,4,Somewhat Agree,3,Agree,2,Somewhat Agree,3,Agree,5,Agree,5,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8696,781,Complete,1990,Dallas,Anson Jones,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Somewhat Agree,4,Strongly Agree,6,43,Rarely,1,Always,4,Always,4,Sometimes,2,11,Often,3,Often,3,Always,4,Always,4,Often,3,Always,4,Rarely,1,Often,3,Often,3,Always,4,Often,3,Always,4,39,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Often,4,19,Always,5,Never,1,Always,5,Always,5,Sometimes,3,19,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,6,Strongly Agree,6,Slightly Agree,4,46,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,58
NA,499,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8194,407,Complete,1985,Dallas,Saldivar,Every day,4,Not at all,1,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Somewhat Agree,3,Strongly Disagree,6,Disagree,5,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Somewhat Disagree,3,Strongly Agree,6,46,N/A,0,Often,3,N/A,0,Sometimes,2,5,Always,4,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Always,4,Always,4,Rarely,1,32,Always,4,Always,4,Always,4,Always,4,Often,3,19,Often,4,Always,5,Always,5,Often,4,18,Always,5,Always,5,Always,5,Always,5,Often,4,24,Strongly Disagree,6,Slightly Agree,3,Slightly Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Agree,5,Strongly Disagree,1,43,"As an infant, 0 to 6 months",5,"In kindergarten, 5 to 6 years",1,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Neutral,2,Strongly Disagree,0,Agree,3,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,47
NA,501,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3982,283,Complete,1975,Dallas,Hooe,Not at all,1,Not at all,1,1 to 2 times a week,2,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Disagree,2,Agree,5,41,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,5,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Often,3,26,Often,3,Often,3,Sometimes,2,Sometimes,2,Often,3,13,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Often,4,Sometimes,3,Often,4,Often,4,Sometimes,3,18,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,46,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Strongly Agree,4,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,46
NA,503,Partial,1990,Dallas,North Dallas 2,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,2,Agree,5,Strongly Agree,6,Disagree,2,Agree,5,45,Often,3,Often,3,Often,3,Often,3,12,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Always,4,Often,3,Sometimes,2,36,Often,3,Often,3,Often,3,Often,3,Always,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2284,144,Complete,1991,Dallas,Fort Worth 1,Every day,4,Every day,4,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Agree,5,Agree,2,Strongly Disagree,6,Somewhat Disagree,4,Somewhat Agree,3,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Agree,5,43,N/A,0,Often,3,Sometimes,2,Sometimes,2,7,Often,3,Often,3,Always,4,Often,3,Often,3,Often,3,Always,4,Always,4,Always,4,Often,3,Always,4,Often,3,41,Often,3,Often,3,Often,3,Sometimes,2,Often,3,14,Often,4,Often,4,Always,5,Always,5,18,Always,5,Always,5,Always,5,Always,5,Often,4,24,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,53,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Agree,3,Strongly Agree,0,Strongly Disagree,4,Disagree,3,Agree,1,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,47
A9498,93,Complete,1985,Dallas,Blanton,1 to 2 times  a week,2,Not at all,1,Every day,4,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Agree,2,Disagree,5,Somewhat Agree,3,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Strongly Disagree,1,Somewhat Agree,4,Strongly Agree,6,35,N/A,0,N/A,0,Sometimes,2,Often,3,5,Rarely,1,Rarely,1,Often,3,Sometimes,2,Often,3,Rarely,1,Often,3,Sometimes,2,Always,4,Rarely,1,Rarely,1,Sometimes,2,24,N/A,0,Rarely,1,Often,3,Rarely,1,Rarely,1,6,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Sometimes,3,Never,1,Never,1,Often,4,Seldom,2,11,Slightly Disagree,4,Slightly Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Slightly Agree,4,Agree,5,46,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Neutral,2,Disagree,3,Strongly Agree,0,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,47
A1721,526,Complete,1989,Dallas,Urban Park,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Disagree,5,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,Rarely,1,1,Always,4,Often,3,Always,4,Always,4,Often,3,Often,3,Rarely,1,Always,4,Always,4,Always,4,Always,4,Often,3,41,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,5,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Sometimes,3,Often,4,Always,5,22,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Slightly Agree,4,46,"As a toddler, 1 to 3 years",3,"In kindergarten, 5 to 6 years",1,"In preschool, 3 to 5 years",2,Agree,1,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Neutral,2,Disagree,3,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,38
A4649,563,Complete,1991,Dallas,Hall,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Strongly Agree,6,Somewhat Agree,3,Strongly Disagree,6,Disagree,5,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Agree,5,Somewhat Agree,4,Strongly Agree,6,50,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Often,3,Rarely,1,Rarely,1,Often,3,Rarely,1,Sometimes,2,Sometimes,2,N/A,0,22,N/A,0,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,5,Always,5,Always,5,Always,5,Often,4,19,Always,5,Always,5,Seldom,2,Always,5,Often,4,21,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Neutral,2,Disagree,3,Agree,3,Strongly Agree,4,Agree,1,Neutral,2,Disagree,3,Neutral,2,Strongly Disagree,4,Disagree,3,Disagree,3,Agree,1,38
A3155,555,Complete,1984,Dallas,Botello,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Disagree,5,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,4,Agree,5,Somewhat Disagree,3,Disagree,2,Agree,5,41,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,7,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,47,Always,4,Always,4,Always,4,Always,4,Often,3,19,Always,5,Often,4,Always,5,Often,4,18,Always,5,Often,4,Sometimes,3,Often,4,Often,4,20,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,2,Strongly Agree,6,Slightly Agree,4,Slightly Agree,4,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Agree,3,Agree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,51
NA,506,Complete,1976,Dallas,Cowart,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Strongly Disagree,6,Strongly Disagree,6,Somewhat Agree,3,Disagree,5,Somewhat Disagree,3,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,47,N/A,0,Often,3,Sometimes,2,Rarely,1,6,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Always,4,Always,4,34,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Always,4,12,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Sometimes,3,23,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Agree,5,Strongly Agree,6,53,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Strongly Disagree,4,Disagree,1,Agree,3,Agree,1,Neutral,2,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Agree,0,45
A6658,297,Complete,2004,Dallas,Maya Angelou,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,15,Strongly Agree,6,Somewhat Disagree,4,Somewhat Agree,3,Disagree,5,Strongly Agree,1,Strongly Agree,6,Agree,5,Agree,5,Strongly Agree,6,Agree,5,46,N/A,0,N/A,0,Sometimes,2,Rarely,1,3,Often,3,Always,4,Often,3,Sometimes,2,Always,4,Always,4,Sometimes,2,Sometimes,2,Often,3,Always,4,Always,4,N/A,0,35,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Always,5,Sometimes,3,16,Always,5,Always,5,Never,1,Often,4,Often,4,19,Agree,2,Agree,2,Agree,2,Slightly Disagree,4,Strongly Agree,1,Strongly Agree,1,Slightly Agree,4,Disagree,2,Strongly Disagree,1,19,"As an infant, 0 to 6 months",5,"In preschool, 3 to 5 years",2,"As a baby, 6 to 12 months",4,Strongly Agree,0,Neutral,2,Strongly Agree,4,Strongly Disagree,0,Agree,1,Disagree,3,Agree,1,Agree,1,Agree,1,Disagree,3,Disagree,3,Agree,1,31
