UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,San Antonio Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A2597,316,2021-02-10T17:51:18Z,2021-02-11T21:18:22Z,Complete,1997,San Antonio,Cortez Family Center,1 to 2 times  a week,2,Every day,4,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,18,Agree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Somewhat Disagree,4,Strongly Agree,6,Agree,5,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,49,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Always,4,N/A,0,17,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Often,4,Always,5,Always,5,19,Often,4,Never,1,Sometimes,3,Always,5,Sometimes,3,16,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,50,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Disagree,3,Agree,3,Agree,3,Disagree,3,Neutral,2,Disagree,3,Agree,1,Strongly Disagree,4,Disagree,3,Disagree,3,Agree,1,43
A8262,317,2021-02-10T19:31:04Z,2021-02-10T20:25:17Z,Complete,1996,San Antonio,Cortez Family Center,Not at all,1,Not at all,1,Not at all,1,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,9,Strongly Agree,6,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,2,Agree,5,Disagree,2,Somewhat Disagree,3,Strongly Agree,6,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Always,4,Often,3,Rarely,1,Always,4,N/A,0,20,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Often,4,19,Always,5,Always,5,Always,5,Always,5,Sometimes,3,23,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,5,Agree,5,Strongly Agree,6,47,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Neutral,2,Strongly Agree,0,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Agree,1,Strongly Agree,0,Disagree,3,Disagree,3,Agree,1,Agree,1,31
A2563,318,2021-02-11T00:12:36Z,2021-02-11T00:20:16Z,Complete,1983,San Antonio,Cortez Family Center,Every day,4,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,16,Strongly Agree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Somewhat Disagree,3,Strongly Disagree,1,Strongly Agree,6,48,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,6,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Often,3,Often,3,Sometimes,2,33,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,12,Always,5,Always,5,Often,4,Always,5,19,Always,5,Always,5,Seldom,2,Always,5,Often,4,21,Slightly Disagree,4,Agree,2,Slightly Disagree,4,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,4,Agree,5,Agree,5,37,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Disagree,3,Strongly Disagree,4,Neutral,2,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,57
A2237,319,2021-02-11T10:19:07Z,2021-02-11T10:33:18Z,Complete,1990,San Antonio,EHS Home-base (TXWG),1 to 2 times  a week,2,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,18,Strongly Agree,6,Disagree,5,Disagree,5,Disagree,5,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,50,Always,4,Always,4,Always,4,N/A,0,12,Always,4,Often,3,Always,4,Always,4,Sometimes,2,Rarely,1,Rarely,1,Often,3,Always,4,Always,4,Always,4,Always,4,38,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Disagree,1,Agree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,47
A8114,321,2021-02-11T14:36:29Z,2021-02-11T14:44:13Z,Complete,1995,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,15,Agree,5,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Rarely,1,Often,3,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Often,3,Sometimes,2,Often,3,N/A,0,25,N/A,0,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Always,5,Often,4,Often,4,Always,5,18,Always,5,Often,4,Often,4,Often,4,Often,4,21,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Agree,5,47,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Strongly Disagree,4,Neutral,2,Agree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,Strongly Disagree,4,Disagree,3,Neutral,2,46
A1752,322,2021-02-11T19:07:07Z,2021-02-11T19:18:44Z,Complete,1988,San Antonio,Early Head Start Texas WG,Every day,4,Every day,4,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,21,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,55,Sometimes,2,Always,4,Sometimes,2,Always,4,12,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Neutral,2,Strongly Agree,0,Neutral,2,Strongly Disagree,4,Agree,1,Neutral,2,Neutral,2,Strongly Disagree,4,Neutral,2,39
A3724,323,2021-02-12T10:10:53Z,2021-02-12T10:19:55Z,Complete,1986,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,NA,NA,Always,5,15,Strongly Agree,6,Strongly Disagree,6,Strongly Disagree,6,Somewhat Agree,3,Strongly Disagree,6,Somewhat Disagree,3,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Somewhat Disagree,3,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,N/A,0,44,N/A,0,Always,4,Always,4,Always,4,Always,4,16,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Sometimes,3,Always,5,Always,5,23,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Disagree,3,Slightly Agree,4,Slightly Agree,4,47,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Strongly Agree,4,Neutral,2,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,53
A5259,324,2021-02-12T12:26:21Z,2021-02-12T12:35:45Z,Complete,1993,San Antonio,EHS Home-base (TXWG),1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Sometimes,3,13,Agree,5,Disagree,5,Disagree,5,Disagree,5,Somewhat Agree,3,Agree,5,Agree,5,Disagree,2,Somewhat Disagree,3,Agree,5,43,Rarely,1,Sometimes,2,N/A,0,Rarely,1,4,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Often,3,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,23,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Often,4,Often,4,16,Sometimes,3,Never,1,Never,1,Sometimes,3,Sometimes,3,11,Slightly Agree,3,Disagree,5,Disagree,5,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Agree,5,Slightly Disagree,3,Disagree,2,32,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,Agree,1,Disagree,3,Agree,3,Agree,3,Neutral,2,Neutral,2,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,40
A8849,325,2021-02-15T20:16:47Z,2021-02-15T21:45:24Z,Complete,1982,San Antonio,Cortez Family Center,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Often,4,13,Agree,5,Disagree,5,Somewhat Disagree,4,Strongly Disagree,6,Agree,2,Somewhat Disagree,3,Somewhat Agree,4,Strongly Disagree,1,Somewhat Agree,4,Strongly Agree,6,40,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Often,3,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Often,3,N/A,0,22,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,5,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Often,4,Seldom,2,Often,4,Seldom,2,Often,4,16,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Strongly Agree,1,Slightly Agree,3,Strongly Agree,1,Agree,5,Agree,5,Slightly Disagree,3,21,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Disagree,3,Strongly Disagree,0,Agree,3,Strongly Disagree,4,Disagree,3,Agree,1,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,51
A2684,326,2021-02-18T19:25:23Z,2021-02-19T01:15:04Z,Complete,1994,San Antonio,Fenley (School Based) Family Center,Every day,4,Every day,4,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,Often,4,20,Agree,5,Strongly Disagree,6,Strongly Disagree,6,Somewhat Disagree,4,Agree,2,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,49,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,N/A,0,11,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Often,4,Always,5,Always,5,Always,5,Always,5,24,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,3,Disagree,2,Slightly Agree,4,39,"As a baby, 6 to 12 months",4,"In preschool, 3 to 5 years",2,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Neutral,2,Neutral,2,Agree,1,Agree,1,Disagree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,35
A2984,328,2021-02-18T20:44:41Z,2021-02-18T21:12:16Z,Complete,1996,San Antonio,Head Start Texas WG,3 to 6 times a week,3,3 to 6 times a week,3,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,20,Strongly Agree,6,Somewhat Agree,3,Somewhat Agree,3,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Somewhat Disagree,3,Strongly Agree,6,46,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Always,4,Always,4,Always,4,Rarely,1,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,44,N/A,0,Always,4,Always,4,Always,4,Always,4,16,Always,5,Sometimes,3,Always,5,Sometimes,3,16,Always,5,Sometimes,3,Always,5,Always,5,Sometimes,3,21,Agree,2,Disagree,5,Disagree,5,Strongly Agree,1,Agree,2,Agree,2,Disagree,2,Disagree,2,Strongly Agree,6,27,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,55
A7739,330,2021-02-18T22:05:30Z,2021-02-18T22:22:37Z,Complete,1984,San Antonio,Fenley (School Based) Family Center,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,17,Somewhat Agree,4,Strongly Disagree,6,Somewhat Agree,3,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Agree,4,39,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,28,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Often,4,Often,4,Often,4,15,Often,4,Sometimes,3,Sometimes,3,Often,4,Often,4,18,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Slightly Disagree,3,Slightly Agree,4,31,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Agree,3,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Disagree,3,Strongly Disagree,4,Disagree,3,Neutral,2,46
A6531,333,2021-02-19T20:30:54Z,2021-02-19T21:01:03Z,Complete,1999,San Antonio,Head Start Texas WG,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,16,Agree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Agree,5,Strongly Disagree,1,Agree,5,51,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Always,4,Often,3,Often,3,Always,4,Rarely,1,Sometimes,2,Always,4,Always,4,Rarely,1,Always,4,N/A,0,34,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Never,1,Often,4,Often,4,19,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Agree,4,Agree,5,Agree,5,50,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Neutral,2,Agree,3,Disagree,1,Neutral,2,Neutral,2,Agree,1,Neutral,2,Disagree,3,Disagree,3,Neutral,2,Agree,1,36
A4828,334,2021-02-22T01:03:33Z,2021-02-22T03:53:54Z,Complete,1997,San Antonio,Services to Fathers (Fatherhood),1 to 2 times  a week,2,1 to 2 times a week,2,Not at all,1,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,15,Strongly Agree,6,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,3,Agree,5,Agree,5,Strongly Agree,6,Disagree,2,Strongly Agree,6,45,N/A,0,N/A,0,N/A,0,N/A,0,0,Often,3,Often,3,Often,3,Always,4,Often,3,Often,3,Often,3,Always,4,Always,4,Often,3,Always,4,N/A,0,37,N/A,0,Often,3,Often,3,Often,3,Often,3,12,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Neutral,2,Agree,3,Agree,3,Agree,1,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,44
A3548,335,2021-02-22T10:26:21Z,2021-02-22T10:37:42Z,Complete,1985,San Antonio,Cortez Family Center,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Rarely,2,14,Agree,5,Somewhat Disagree,4,Disagree,5,Strongly Agree,1,Strongly Agree,1,Somewhat Agree,4,Strongly Agree,6,Strongly Agree,6,Somewhat Disagree,3,Agree,5,40,Sometimes,2,Sometimes,2,Sometimes,2,N/A,0,6,Sometimes,2,Rarely,1,Often,3,Rarely,1,Always,4,Sometimes,2,Rarely,1,Often,3,Often,3,Always,4,Always,4,N/A,0,28,N/A,0,Rarely,1,Often,3,Sometimes,2,Always,4,10,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,53,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Agree,1,Neutral,2,Strongly Agree,0,Neutral,2,Neutral,2,Agree,1,Agree,1,30
A2215,336,2021-02-23T15:02:27Z,2021-02-23T15:10:33Z,Complete,1977,San Antonio,Services to Fathers (Fatherhood),1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,Sometimes,3,14,Agree,5,Agree,2,Agree,2,Agree,2,Agree,2,Agree,5,Agree,5,Agree,5,Agree,5,Agree,5,38,Always,4,Always,4,Always,4,Always,4,16,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,48,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Sometimes,3,Always,5,Always,5,23,Slightly Agree,3,Slightly Agree,3,Agree,2,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,29,"As a baby, 6 to 12 months",4,"In preschool, 3 to 5 years",2,"As a baby, 6 to 12 months",4,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Neutral,2,33
A9179,337,2021-02-23T15:04:59Z,2021-02-23T20:12:53Z,Complete,1995,San Antonio,Early Head Start Texas WG,1 to 2 times  a week,2,3 to 6 times a week,3,Every day,4,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,Always,5,18,Strongly Agree,6,Disagree,5,Somewhat Disagree,4,Strongly Disagree,6,Agree,2,Agree,5,Strongly Agree,6,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,48,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,5,Always,4,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Always,4,Often,3,33,Sometimes,2,Often,3,Always,4,Sometimes,2,Sometimes,2,13,Often,4,Often,4,Always,5,Often,4,17,Often,4,Sometimes,3,Sometimes,3,Often,4,Seldom,2,16,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Slightly Disagree,3,Slightly Disagree,3,28,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Neutral,2,Disagree,3,Disagree,1,Neutral,2,Neutral,2,Neutral,2,Neutral,2,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,38
A3992,338,2021-02-24T11:43:07Z,2021-02-24T11:52:50Z,Complete,1999,San Antonio,Cortez Family Center,Every day,4,Every day,4,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,22,Somewhat Agree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Somewhat Agree,3,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,50,N/A,0,Often,3,Always,4,N/A,0,7,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,Often,3,Always,4,Often,3,Often,3,Often,3,Always,4,43,Always,4,Often,3,Often,3,Often,3,Sometimes,2,15,Always,5,Often,4,Always,5,Always,5,19,Seldom,2,Always,5,Often,4,Often,4,Sometimes,3,18,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Strongly Agree,6,53,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Agree,3,Agree,3,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,59
A8337,339,2021-02-24T16:00:56Z,2021-02-24T16:19:40Z,Complete,1990,San Antonio,Cortez Family Center,1 to 2 times  a week,2,Every day,4,Every day,4,Every day,4,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Always,5,19,Somewhat Agree,4,Somewhat Agree,3,Somewhat Disagree,4,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Strongly Agree,6,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,40,N/A,0,N/A,0,Sometimes,2,Sometimes,2,4,Often,3,Sometimes,2,Always,4,Sometimes,2,Often,3,Always,4,Often,3,Always,4,Always,4,Sometimes,2,Often,3,N/A,0,34,Often,3,Sometimes,2,Often,3,Often,3,Often,3,14,Often,4,Often,4,Often,4,Seldom,2,14,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,16,Slightly Agree,3,Disagree,5,Slightly Agree,3,Slightly Disagree,4,Slightly Disagree,4,Slightly Disagree,4,Agree,5,Slightly Agree,4,Agree,5,37,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,Agree,1,Disagree,3,Neutral,2,Agree,3,Neutral,2,Disagree,3,Disagree,3,Agree,1,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,45
